"","Fire_ID","history","rbr","rbr_w_offset","Fire_Year","host_species","total_pixels","host_pct","Average.Recovery","Max_Overlap_Area","Max_Overlap_Percent","fire_area","isi_90","dc_90","dmc_90","ffmc_90","bui_90","fwi_90","recovery","mean_temperature","sum_precipitation_mm","sum_precipitation_m","x","y","median_tri","mean_tri","X","Cumulative_Years_Defol","Time_Since_Defol","window_opp","distance","weights","subclass"
"619","SLK20_2012_1919",0,543.36,127.19,2012,90,117,76.9,63.73,0,0,0.351,8.5,78.8,37.3,89.9,37.4,15.8,63.73,20.19,5129.04,5.13,-90.590052003001,52.1903065376523,0.612372435695794,0.745667173945019,1168,2,0,"0",0.326721799458072,1,"95"
"622","SLK23_2009_1712",0,545.63,415.27,2009,4580,4616,99.2,84.78,0,0,13.848,9.2,145.7,31.7,89.4,38.8,12.2,84.78,19.8,4860.59,4.86,-92.3065822996082,52.9382602550506,0.353553390593274,0.426461350416708,611,2,0,"0",0.133133319569996,1,"13"
"624","SLK24_2009_1727",0,614.86,209.96,2009,8815,8826,99.9,68.04,0,0,26.478,15.6,168.7,33.5,91.2,44.2,20.8,68.04,19.87,5429.72,5.43,-91.1892813526579,51.9203818526022,0.612372435695794,0.654118865380991,1124,2,0,"0",0.346761101228012,1,"143"
"626","SLK25_2009_1726",0,572.91,103.26,2009,11258,11294,99.7,71.65,0,0,33.882,14.8,159.7,33.1,91.2,42.6,21.5,71.65,19.98,5284.97,5.28,-91.7900349670304,52.0934680519349,0.612372435695794,0.926791824099556,1123,2,0,"0",0.386739737900375,1,"64"
"627","SLK26_2009_1715",0,580.78,261.91,2009,5593,5623,99.5,69.81,0,0,16.869,8.6,146.3,30.2,89.1,39.5,11.6,69.81,19.8,5184.71,5.18,-91.209032624815,52.4244643419829,0.612372435695794,0.70814951817248,1588,2,0,"0",0.156286435953871,1,"2"
"634","SLK30_2006_1581",0,563.68,384.62,2006,3935,3935,100,83.13,0,0,11.805,7.5,232.2,25.5,88,38.3,13.6,83.13,19.82,5226.06,5.23,-91.3436857833455,52.0219671363115,0.612372435695794,0.548352510188675,1104,2,0,"0",0.084117770403308,1,"12"
"639","SLK33_1999_1282",0,514.12,197.8,1999,6548,6548,100,62.44,0,0,19.644,11,118.4,41.7,89.3,44.1,19.9,62.44,19.56,5696.57,5.7,-90.519305216995,51.7877060607004,0.707106781186548,0.923027511710932,1086,2,0,"0",0.344129232732214,1,"148"
"665","SLK45_2011_1695",0,375.67,219.12,2011,2865,2867,99.9,132.25,0,0,8.601,10.7,360.8,54.5,87.7,72.1,25.3,132.25,18.99,4275.13,4.28,-90.2090452924315,54.2365528725824,0.707106781186548,0.774737615762886,597,2,0,"0",0.324919384051349,1,"121"
"675","SLK49_1994_538",0,522.42,232.69,1994,7053,7054,100,74.69,0,0,21.162,7.3,235.4,52.2,90.4,59.3,18.2,74.69,19.24,4779.8,4.78,-92.1896770846118,53.6307966401617,0,0.279488324326604,261,2,0,"0",0.0874132048534749,1,"68"
"676","SLK49_2010_1730",0,568.85,188.31,2010,753,753,100,57.61,0,0,2.259,7.5,234.3,43.1,88.2,55.8,14.3,57.61,20.18,4965.11,4.97,-89.9050702334568,52.5328931957282,0,0.255375575410862,618,2,0,"0",0.0866966643783884,1,"103"
"678","SLK4_2002_17",0,485.33,369.99,2002,82313,82510,99.8,91.31,0,0,247.53,9.4,230.9,40.9,88.9,49.4,19.3,91.31,19.05,4273.47,4.27,-89.4778265624414,54.1603250034941,0.612372435695794,0.576869564126791,71,2,0,"0",0.180508811291107,1,"85"
"689","SLK54_1999_1365",0,453.76,98.06,1999,16049,16218,99,85.04,0,0,48.654,9.7,285.4,87.9,89.7,98.7,27.8,85.04,17.9,4734.12,4.73,-90.4773655056257,53.7897448999242,0.5,0.505217083104699,526,2,0,"0",0.331675074615272,1,"154"
"699","SLK59_1995_841",0,532.09,462.36,1995,2391,2391,100,94.6,0,0,7.173,12.2,184.8,57.3,92.2,64.7,26.9,94.6,19.2,5030.62,5.03,-91.0216088500714,53.054602035353,0.353553390593274,0.50453112421903,358,2,0,"0",0.19105431822184,1,"140"
"703","SLK60_2011_1815",0,489.02,201.34,2011,72659,74162,98,93.94,0,0,222.486,12,299.6,78.5,92.5,89.6,31.5,93.94,20.34,5061.81,5.06,-90.5952075489427,52.0686378187892,0.5,0.539526849975906,1150,2,0,"0",0.295185706204283,1,"74"
"706","SLK63_1996_428",0,543.16,213.29,1996,1580,1875,84.3,75.2,0,0,5.625,10.6,142.1,56.8,91.3,58,24.6,75.2,19.92,5350.11,5.35,-90.7225058664744,50.9229469548357,0.790569415042095,1.1869363225826,1025,2,0,"0",0.548870728241188,1,"39"
"709","SLK65_2003_1488",0,536.77,377.06,2003,675,675,100,90.71,0,0,2.025,14.9,269.9,73.6,91.1,84,35.2,90.71,18.39,4526.64,4.53,-89.5403101657855,53.7734877079722,0.353553390593274,0.371224501499115,561,2,0,"0",0.33385015369702,1,"127"
"716","SLK69_1995_1451",0,529.86,245.02,1995,12908,13365,96.6,74.62,0,0,40.095,9.1,191.7,53.2,91,58.2,21.9,74.62,18.63,4909.17,4.91,-89.418492340535,52.9608637222863,0,0.412721778514238,550,2,0,"0",0.142147456624313,1,"123"
"719","SLK6_2001_37",0,578.14,404.19,2001,698,701,99.6,75.97,0,0,2.103,6.6,341.7,55,89.6,73.4,19.5,75.97,18.93,4160.06,4.16,-91.2543010399117,54.3045909023171,0.707106781186548,0.849285159351117,82,2,0,"0",0.15035731621664,1,"139"
"727","SLK71_2003_1538",0,507.55,358.54,2003,3239,3269,99.1,97.29,0,0,9.807,7.9,466.4,53.3,89.8,77.6,23.3,97.29,18.81,4296.31,4.3,-91.7529635390788,53.914653372068,0.353553390593274,0.326905645968912,569,2,0,"0",0.0750748026950046,1,"52"
"749","SLK81_1995_1042",0,600.92,106.96,1995,391,436,89.7,51.81,0,0,1.308,6.5,241.8,56.4,87.6,65.9,15.7,51.81,19.7,5520.59,5.52,-92.4606582889034,52.2313328791703,0.612372435695794,0.602262060786488,423,2,0,"0",0.268176345852594,1,"118"
"764","SLK90_1995_344",0,563.55,560.35,1995,3707,3720,99.7,93.04,0,0,11.16,4,240.8,38.6,84.2,54.4,11.3,93.04,19.39,5293.71,5.29,-92.2697568838794,53.1435537297271,0,0.272522842528143,206,2,0,"0",0.0489282960896741,1,"44"
"769","SLK95_1996_646",0,531.39,161.53,1996,1569,1570,99.9,68.92,0,0,4.71,5.8,194.7,57.8,87.6,63.8,16.4,68.92,20.19,5144.77,5.14,-90.0886441953913,50.7364643152921,0.5,0.410455467579789,1370,2,0,"0",0.130038173790679,1,"55"
"770","SLK95_2011_1817",0,541.14,179.8,2011,1507,1520,99.1,79,0,0,4.56,8.6,321.5,61.9,88.4,85.5,19.9,79,20.54,5133.35,5.13,-92.040567061355,51.7268452898427,0.612372435695794,0.667980500272867,1152,2,0,"0",0.191867033533145,1,"126"
"771","SLK97_2006_1591",0,457.09,142.8,2006,293,301,97.3,106.31,0,0,0.903,9.5,418.5,60.7,90.7,88.7,25.9,106.31,20.05,6234.88,6.23,-91.0385860380092,50.2001690591173,1.36930639376292,1.79809896838982,1452,2,0,"0",0.48531004812941,1,"41"
"775","THU21_2009_1719",0,490.34,11.61,2009,81,89,91,105.78,0,0,0.267,8.8,110.5,30.7,92.3,37.2,16.1,105.78,20.39,5318.34,5.32,-89.5610612170556,50.2798677897572,0.707106781186548,1.56596236443892,1506,2,0,"0",0.336181582436556,1,"50"
"777","THU23_1992_254",0,548.13,298.64,1992,16059,16079,99.9,64.41,0,0,48.237,7.6,118.2,48.8,89.8,49.7,15.1,64.41,19.79,5017.8,5.02,-89.2521409133851,50.7159172435492,0.707106781186548,1.04577754414215,1344,2,0,"0",0.306860646066697,1,"86"
"780","THU33_2011_1829",0,375.01,209.31,2011,419,475,88.2,130.84,0,0,1.425,13.5,148.6,48.5,92.6,54.5,22.1,130.84,19.81,4730.97,4.73,-88.7894267123549,50.4698373433064,0.866025403784439,1.42012410107232,1515,2,0,"0",0.672995656294808,1,"35"
"781","THU35_1996_1371",0,565.87,147.36,1996,6957,6957,100,59.19,0,0,20.871,6.9,199.4,57.5,89.2,63.1,17.8,59.19,20.15,4825.65,4.83,-89.4177444484218,50.5201322754165,0.353553390593274,0.457547451674822,1426,2,0,"0",0.142162863208769,1,"113"
"784","THU38_2008_1668",0,453.26,104.14,2008,4956,4956,100,105.22,0,0,14.868,4.9,224.7,36,86.4,50.9,12.9,105.22,20.3,5239.17,5.24,-89.6335917502203,50.5174478630688,0.707106781186548,1.04406097640181,1500,2,0,"0",0.137950256876531,1,"108"
"785","THU39_1996_866",0,599.48,271.25,1996,2337,2376,98.4,53.86,0,0,7.128,6.6,190.9,57.5,88.9,63.1,15.9,53.86,19.56,4803.75,4.8,-88.9473787930448,50.5269290872494,1,1.38390758277778,1390,2,0,"0",0.448937218687456,1,"33"
"786","THU40_1996_234",0,554.72,427.83,1996,5409,5409,100,66.49,0,0,16.227,6.4,187.7,54.5,88.5,61.5,15.1,66.49,20.05,4776.02,4.78,-88.9219458079214,50.814168670651,0.612372435695794,0.591539813696864,1342,2,0,"0",0.162535174478963,1,"63"
"787","THU42_1995_501",0,545.76,156.63,1995,16431,16586,99.1,66.22,0,0,49.758,6.3,269.9,58.4,88.3,65.7,17.2,66.22,20.19,5109.46,5.11,-89.8201839931293,50.8393584501563,0.790569415042095,1.06575843927378,1363,2,0,"0",0.356266291195116,1,"101"
"789","THU45_1995_692",0,558.64,241.77,1995,7560,7602,99.4,57.67,0,0,22.806,4,269.6,58.5,87.6,66.8,13.1,57.67,20.35,4976.18,4.98,-89.7386168099006,50.7432855459574,0.707106781186548,1.07089741399506,1375,2,0,"0",0.289043373742958,1,"122"
"792","THU51_2011_1828",0,471.24,228.45,2011,5929,5994,98.9,106.97,0,0,17.982,5.6,363.1,39.8,89.3,60.5,13.7,106.97,20.46,4898.99,4.9,-89.2484005776939,50.5641331445618,0.612372435695794,0.569803080656878,1514,2,0,"0",0.0686050835123379,1,"78"
"797","THU59_1995_972",0,135.59,150.48,1995,930,930,100,375.46,0,0,2.79,3.6,267.6,59.7,85.9,70.1,11.3,375.46,19.99,4852.43,4.85,-89.200220829113,50.4036530305255,0.707106781186548,0.788020841784885,1394,2,0,"0",0.229939027962725,1,"73"
"798","THU65_1996_453",0,518.72,146.72,1996,54552,57043,95.6,74.31,0,0,171.129,6.5,187.9,56,88.7,61.7,15.4,74.31,19.9,4754.32,4.75,-88.7871110844753,50.668236694075,0.707106781186548,0.934632544995515,1359,2,0,"0",0.30664801162199,1,"88"
"804","THU83_1996_292",0,565.52,124.16,1996,2269,2289,99.1,70.5,0,0,6.867,6.3,184.4,56.2,87.6,61.4,14.6,70.5,19.83,4641.72,4.64,-88.2313671785598,50.7736047612619,0.707106781186548,0.925886935765714,1347,2,0,"0",0.314058740754349,1,"130"
"805","THU86_1996_1314",0,574.79,205.6,1996,7750,7758,99.9,61.19,0,0,23.274,6.3,185.4,55.8,88.8,61.1,14.7,61.19,19.92,4677.72,4.68,-88.4886809923853,50.7662652476809,0.612372435695794,0.739837534066325,1425,2,0,"0",0.215543369359265,1,"129"
